club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Porto,Benni McCarthy,25,Centre-Forward,Celta de Vigo,£3.15m,in,Summer,3.15,Liga Nos,2003,2003/2004
FC Porto,Fabiano Rossato,25,Left-Back,Nacional,£1.80m,in,Summer,1.8,Liga Nos,2003,2003/2004
FC Porto,Bosingwa,20,Right-Back,Boavista,£900Th.,in,Summer,0.9,Liga Nos,2003,2003/2004
FC Porto,Ricardo Fernandes,25,Attacking Midfield,Sporting CP,?,in,Summer,NA,Liga Nos,2003,2003/2004
FC Porto,André Vilas Boas,20,Centre-Back,Rio Ave FC,Loan,in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Pedro Mendes,24,Defensive Midfield,Vit. Guimarães,?,in,Summer,NA,Liga Nos,2003,2003/2004
FC Porto,Bruno Moraes,18,Centre-Forward,Santos B,?,in,Summer,NA,Liga Nos,2003,2003/2004
FC Porto,Evaldo,21,Left-Back,Democrata,?,in,Summer,NA,Liga Nos,2003,2003/2004
FC Porto,David Lopes,20,Centre-Back,Galo Maringá,?,in,Summer,NA,Liga Nos,2003,2003/2004
FC Porto,Bruno Vale,20,Goalkeeper,FC Porto B,-,in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Sérgio Organista,18,Defensive Midfield,FC Porto U19,-,in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Hugo Almeida,19,Centre-Forward,FC Porto B,-,in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Hugo Ibarra,29,Right-Back,Boca Juniors,"End of loanJun 30, 2003",in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Bruno Fernandes,29,Central Midfield,Marítimo,"End of loanJun 30, 2003",in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Paulo Costa,23,Attacking Midfield,AC Venezia 1907,"End of loanJun 1, 2003",in,Summer,0,Liga Nos,2003,2003/2004
FC Porto,Pena,29,Centre-Forward,R. Strasbourg,"End of loanJun 30, 2003",in,Summer,0,Liga Nos,2003,2003/2004
