club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Cardiff City,Kevin Ratcliffe,32,Centre-Back,Dundee FC,?,in,NA,Championship,1992,1992/1993
Cardiff City,Robbie James,35,Midfielder,Bradford,?,in,NA,Championship,1992,1992/1993
Cardiff City,Ken DeMange,27,Central Midfield,Limerick FC,?,out,NA,Championship,1992,1992/1993
Cardiff City,Pat Heard,32,Left-Back,Hull City,?,out,NA,Championship,1992,1992/1993
Cardiff City,Roger Hansbury,37,Goalkeeper,Retired,-,out,0,Championship,1992,1992/1993
Fulham FC,Lee Harrison,21,Goalkeeper,Charlton,Free Transfer,in,0,Championship,1992,1992/1993
Fulham FC,Steve Archibald,36,Centre-Forward,Clyde FC,?,in,NA,Championship,1992,1992/1993
Fulham FC,Ara Bedrossian,25,Defensive Midfield,APOEL Nicosia,?,in,NA,Championship,1992,1992/1993
Fulham FC,Peter Baah,19,Right Winger,Blackburn,?,in,NA,Championship,1992,1992/1993
Fulham FC,Peter Scott,29,Defensive Midfield,Bournemouth,?,out,NA,Championship,1992,1992/1993
Fulham FC,Keith Branagan,25,Goalkeeper,Millwall,"End of loanJun 30, 1992",out,0,Championship,1992,1992/1993
Huddersfield Town,Phil Robinson,25,Midfielder,Notts County,?,in,NA,Championship,1992,1992/1993
Huddersfield Town,Gerry Harrison,20,Midfielder,Bristol City,?,in,NA,Championship,1992,1992/1993
Huddersfield Town,Simon Ireland,20,Midfielder,Blackburn,£227k,out,0.227,Championship,1992,1992/1993
Huddersfield Town,Kevin Donovan,20,Central Midfield,West Brom,£81k,out,0.081,Championship,1992,1992/1993
Leeds United,David Rocastle,25,Attacking Midfield,Arsenal,£2.16m,in,2.16,Championship,1992,1992/1993
Leeds United,David Kerslake,26,Right-Back,Swindon Town,£563k,in,0.563,Championship,1992,1992/1993
Leeds United,Frank Strandli,20,Centre-Forward,Start,£315k,in,0.315,Championship,1992,1992/1993
Leeds United,Kevin Sharp,18,Left-Back,AJ Auxerre,£81k,in,0.081,Championship,1992,1992/1993
Leeds United,Mark Beeney,25,Goalkeeper,Brighton,?,in,NA,Championship,1992,1992/1993
Leeds United,Scott Sellars,26,Left Midfield,Blackburn,?,in,NA,Championship,1992,1992/1993
Leeds United,Jamie Forrester,18,Left Winger,AJ Auxerre B,?,in,NA,Championship,1992,1992/1993
Leeds United,Paul Pettinger,17,Goalkeeper,Leeds U18,-,in,0,Championship,1992,1992/1993
Leeds United,Mark Tinkler,17,Defender,Leeds U18,-,in,0,Championship,1992,1992/1993
Leeds United,Mervyn Day,37,Goalkeeper,Sheffield Utd.,"End of loanJun 30, 1992",in,0,Championship,1992,1992/1993
Leeds United,Glynn Snodin,32,Left-Back,Rotherham,"End of loanJun 30, 1992",in,0,Championship,1992,1992/1993
Leeds United,Eric Cantona,26,Second Striker,Man Utd,£1.62m,out,1.62,Championship,1992,1992/1993
Leeds United,Bobby Davison,33,Forward,Leicester,£59k,out,0.059,Championship,1992,1992/1993
Leeds United,Imre Varadi,33,Centre-Forward,Rotherham,Free Transfer,out,0,Championship,1992,1992/1993
Leeds United,Glynn Snodin,32,Left-Back,Heart of Midl.,Free Transfer,out,0,Championship,1992,1992/1993
Leeds United,Andy Williams,29,Midfielder,Notts County,?,out,NA,Championship,1992,1992/1993
Leeds United,John McClelland,36,Centre-Back,St. Johnstone,?,out,NA,Championship,1992,1992/1993
Leeds United,Frank Strandli,20,Centre-Forward,Start,Loan,out,0,Championship,1992,1992/1993
West Bromwich Albion,Andy Hunt,23,Forward,Newcastle,£113k,in,0.113,Championship,1992,1992/1993
West Bromwich Albion,Kevin Donovan,20,Central Midfield,Huddersfield,£81k,in,0.081,Championship,1992,1992/1993
West Bromwich Albion,Micky Mellon,20,Midfielder,Bristol City,£78k,in,0.078,Championship,1992,1992/1993
West Bromwich Albion,Andy Hunt,22,Forward,Newcastle,Loan,in,0,Championship,1992,1992/1993
West Bromwich Albion,Nicky Reid,32,Centre-Back,Blackburn,?,in,NA,Championship,1992,1992/1993
West Bromwich Albion,David Speedie,32,Centre-Forward,Southampton,Loan,in,0,Championship,1992,1992/1993
West Bromwich Albion,Paul Williams,29,Forward,Coventry,"End of loanNov 23, 1992",in,0,Championship,1992,1992/1993
West Bromwich Albion,Jonathan Gould,23,Goalkeeper,Coventry,Free Transfer,out,0,Championship,1992,1992/1993
West Bromwich Albion,Gary Bannister,32,Centre-Forward,Nottm Forest,Free Transfer,out,0,Championship,1992,1992/1993
West Bromwich Albion,Winston White,33,Right Midfield,Bury,Free Transfer,out,0,Championship,1992,1992/1993
West Bromwich Albion,Paul Williams,29,Forward,Stockport,£29k,out,0.029,Championship,1992,1992/1993
West Bromwich Albion,Colin West,29,Centre-Forward,Swansea,?,out,NA,Championship,1992,1992/1993
West Bromwich Albion,David Speedie,33,Centre-Forward,Southampton,"End of loanMar 1, 1993",out,0,Championship,1992,1992/1993
West Bromwich Albion,Steve Parkin,26,Right-Back,Mansfield Town,?,out,NA,Championship,1992,1992/1993
West Bromwich Albion,Paul Williams,29,Forward,Coventry,Loan,out,0,Championship,1992,1992/1993
West Bromwich Albion,Andy Hunt,22,Forward,Newcastle,"End of loanMay 31, 1993",out,0,Championship,1992,1992/1993
West Bromwich Albion,Frank Sinclair,20,Centre-Back,Chelsea,"End of loanJun 30, 1992",out,0,Championship,1992,1992/1993
Derby County,Craig Short,24,Centre-Back,Notts County,£3.38m,in,3.38,Championship,1992,1992/1993
Derby County,Mark Pembridge,21,Left Midfield,Luton Town,£1.57m,in,1.57,Championship,1992,1992/1993
Derby County,Martin Kuhl,27,Midfielder,Portsmouth,£674k,in,0.674,Championship,1992,1992/1993
Derby County,Colin Loss,18,Right Midfield,Norwich,?,in,NA,Championship,1992,1992/1993
Derby County,Richard Goulooze,24,Right-Back,Heerenveen,?,in,NA,Championship,1992,1992/1993
Derby County,Shane Nicholson,22,Left-Back,Lincoln City,?,in,NA,Championship,1992,1992/1993
Derby County,Lee Carsley,18,Defensive Midfield,Derby U18,-,in,0,Championship,1992,1992/1993
Derby County,Geraint Williams,30,Defensive Midfield,Ipswich,£675k,out,0.675,Championship,1992,1992/1993
Derby County,Jonathan Davidson,22,Defender,Preston NE,?,out,NA,Championship,1992,1992/1993
Derby County,Mel Sage,28,Centre-Back,Retired,-,out,0,Championship,1992,1992/1993
Middlesbrough FC,Derek Whyte,24,Centre-Back,Rangers,£1.13m,in,1.13,Championship,1992,1992/1993
