club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Dinamo Moscow,Sergey Shulgin,30,Defender,Asmaral Moskau,Free Transfer,in,0,Premier Liga,1993,1993/1994
Dinamo Moscow,Oleg Samatov,28,Right-Back,Loko Moscow,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Sergey Krutov,24,Central Midfield,CSKA Moscow,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Yuri Kovtun,23,Left-Back,Rostselmash,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Andrey Chernyshov,25,Centre-Back,Spartak Moscow,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Aleksey Filippov,19,Central Midfield,Tekstilshchik,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Aleksandr Borodkin,22,Centre-Back,Rostselmash,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Dmitri Karsakov,22,Right Midfield,CSKA Moscow,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Igor Dobrovolski,25,Attacking Midfield,Marseille,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Sergey Lapshin,18,Central Midfield,Volga Tver,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Denis Klyuev,20,Central Midfield,Asmaral Moskau,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Aleksandr Smirnov,25,Right Midfield,Loko Moscow,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Sergey Nekrasov,20,Left-Back,Dinamo M II,-,in,0,Premier Liga,1993,1993/1994
Dinamo Moscow,Bakhva Tedeev,24,Central Midfield,Spartak V-kavkaz,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Igor Gavrilin,21,Centre-Forward,Krasnoznamensk,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Yuri Kalitvintsev,25,Attacking Midfield,Lokomotiv NN,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Yurii Hudymenko,27,Centre-Forward,Lada Togliatti,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Vladimir Kostyuk,21,Attacking Midfield,Erzu,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Sargis Hovhannisyan,25,Right Midfield,Loko Moscow,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Evgeni Dolgov,24,Defender,SY Liuyao,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Sergey Derkach,26,Midfielder,FC Basel,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Moscow,Platon Krivoshchekov,24,Centre-Forward,Career break,-,out,0,Premier Liga,1993,1993/1994
Dinamo Moscow,Igor Sklyarov,26,Centre-Back,Career break,-,out,0,Premier Liga,1993,1993/1994
Dinamo Stavropol,Sergey Kozko,18,Goalkeeper,Unknown,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Stavropol,Sergey Maslov,18,Attacking Midfield,Mashuk-KMV,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Stavropol,Aleksandr Bondar,26,Midfielder,Erzu,?,in,NA,Premier Liga,1993,1993/1994
Dinamo Stavropol,Igor Getman,22,Defender,Anzhi,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Stavropol,Aleksandr Maslov,23,Centre-Forward,Rostselmash,?,out,NA,Premier Liga,1993,1993/1994
Dinamo Stavropol,Dmitri Tulintsev,18,Centre-Back,Torpedo Armavir,?,out,NA,Premier Liga,1993,1993/1994
Dinamo-Gazovik Tyumen,Igor Kutepov,28,Goalkeeper,Dynamo Kyiv,Free Transfer,in,0,Premier Liga,1993,1993/1994
Dinamo-Gazovik Tyumen,Aleksandr Gerasimov,23,Right Winger,Znamya Truda,Free Transfer,in,0,Premier Liga,1993,1993/1994
Dinamo-Gazovik Tyumen,Pavel Rodnenok,28,Defender,Veres Rivne,?,in,NA,Premier Liga,1993,1993/1994
Dinamo-Gazovik Tyumen,Igor Kovalevich,25,Right-Back,Dnepr-Transmash,?,in,NA,Premier Liga,1993,1993/1994
Dinamo-Gazovik Tyumen,Sergey Nikiforov,30,Left-Back,Retired,-,out,0,Premier Liga,1993,1993/1994
KamAZ Naberezhnye Chelny,Yuri Shishkin,30,Goalkeeper,Ocean Nakhodka,?,in,NA,Premier Liga,1993,1993/1994
KamAZ Naberezhnye Chelny,Serhii Puchkov,31,Centre-Back,SG Bornim,?,in,NA,Premier Liga,1993,1993/1994
KamAZ Naberezhnye Chelny,Oleksandr Nikiforov,25,Midfielder,Chornomorets,?,in,NA,Premier Liga,1993,1993/1994
KamAZ Naberezhnye Chelny,Sergey Kuznetsov,31,Defender,Ferencváros,?,in,NA,Premier Liga,1993,1993/1994
KamAZ Naberezhnye Chelny,Akhrik Tsveiba,26,Sweeper,Dynamo Kyiv,?,in,NA,Premier Liga,1993,1993/1994
