club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
CSKA Moscow,Vágner Love,20,Centre-Forward,Palmeiras,£5.58m,in,5.58,Premier Liga,2004,2004/2005
CSKA Moscow,Dudu Cearense,21,Central Midfield,Kashiwa Reysol,£3.15m,in,3.15,Premier Liga,2004,2004/2005
CSKA Moscow,Milos Krasic,19,Central Midfield,Vojvodina,£2.03m,in,2.03,Premier Liga,2004,2004/2005
CSKA Moscow,Serghei Dadu,23,Centre-Forward,Spartak V-kavkaz,£450k,in,0.45,Premier Liga,2004,2004/2005
CSKA Moscow,Spartak Gogniev,23,Centre-Forward,Rotor Volgograd,"End of loanDec 31, 2004",in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Igor Piyuk,22,Centre-Forward,Fakel Voronezh,"End of loanDec 31, 2004",in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Aleksandr Salugin,16,Centre-Forward,CSKA Moscow II,-,in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Aleksandr Antipenko,22,Centre-Forward,Tom Tomsk,"End of loanDec 1, 2004",in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Sergey Pravosud,18,Centre-Forward,CSKA Moscow II,-,in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Alan Kusov,23,Central Midfield,Spartak V-kavkaz,"End of loanDec 1, 2004",in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Sergey Samodin,19,Centre-Forward,CSKA Moscow II,-,in,0,Premier Liga,2004,2004/2005
CSKA Moscow,Jiri Jarosik,27,Centre-Back,Chelsea,£10.80m,out,10.8,Premier Liga,2004,2004/2005
CSKA Moscow,Sergey Semak,28,Central Midfield,Paris SG,£2.25m,out,2.25,Premier Liga,2004,2004/2005
CSKA Moscow,Dmitri Kirichenko,27,Centre-Forward,FK Moskau,£720k,out,0.72,Premier Liga,2004,2004/2005
CSKA Moscow,Artur Tlisov,22,Central Midfield,Kuban Krasnodar,£180k,out,0.18,Premier Liga,2004,2004/2005
CSKA Moscow,Aleksandr Geynrikh,20,Centre-Forward,Pakhtakor,Free Transfer,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Denis Popov,25,Centre-Forward,Kuban Krasnodar,Free Transfer,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Aleksandr Antipenko,22,Centre-Forward,Khimki,Loan,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Spartak Gogniev,23,Centre-Forward,Rotor Volgograd,Loan,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Spartak Gogniev,23,Centre-Forward,Spartak V-kavkaz,Loan,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Igor Piyuk,22,Centre-Forward,KamAZ,?,out,NA,Premier Liga,2004,2004/2005
CSKA Moscow,Osmar Ferreyra,21,Attacking Midfield,PSV Eindhoven,Loan,out,0,Premier Liga,2004,2004/2005
CSKA Moscow,Serghei Dadu,23,Centre-Forward,Spartak V-kavkaz,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Fernando Cavenaghi,20,Centre-Forward,River Plate,£7.74m,in,7.74,Premier Liga,2004,2004/2005
Spartak Moscow,Nemanja Vidic‎,22,Centre-Back,Red Star,£4.01m,in,4.01,Premier Liga,2004,2004/2005
Spartak Moscow,Clemente Rodríguez,23,Left-Back,Boca Juniors,£3.60m,in,3.6,Premier Liga,2004,2004/2005
Spartak Moscow,Radoslav Kovac,25,Centre-Back,Sparta Praha,£3.60m,in,3.6,Premier Liga,2004,2004/2005
Spartak Moscow,Martin Jiranek,25,Centre-Back,Reggina,£2.97m,in,2.97,Premier Liga,2004,2004/2005
Spartak Moscow,Serghei Covalciuc,22,Central Midfield,Karpaty,£1.62m,in,1.62,Premier Liga,2004,2004/2005
Spartak Moscow,Andrejs Rubins,26,Left Winger,Shinnik,£900k,in,0.9,Premier Liga,2004,2004/2005
Spartak Moscow,Dmitri Alenichev,31,Central Midfield,FC Porto,£900k,in,0.9,Premier Liga,2004,2004/2005
Spartak Moscow,Emanuel Pogatetz,22,Centre-Back,Grazer AK,Loan fee:£270k,in,0.27,Premier Liga,2004,2004/2005
Spartak Moscow,Dmitri Khomich,20,Goalkeeper,Spartak V-kavkaz,£225k,in,0.225,Premier Liga,2004,2004/2005
Spartak Moscow,Nikita Bazhenov,19,Centre-Forward,Saturn,Free Transfer,in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Denis Boyarintsev,26,Right Midfield,Rubin Kazan,Free Transfer,in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Serghei Covalciuc,22,Central Midfield,Karpaty,Loan,in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Andrezinho,22,Attacking Midfield,Fluminense,?,in,NA,Premier Liga,2004,2004/2005
Spartak Moscow,Egor Titov,28,Attacking Midfield,Ban,?,in,NA,Premier Liga,2004,2004/2005
Spartak Moscow,Ignas Dedura,26,Centre-Back,Skonto Riga,?,in,NA,Premier Liga,2004,2004/2005
Spartak Moscow,Roman Vasilyuk,26,Centre-Forward,Dynamo Brest,"End of loanDec 31, 2004",in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Roman Shishkin,17,Right-Back,Spartak II,-,in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Artem Kontsevoj,21,Centre-Forward,Chernomorets N.,"End of loanDec 31, 2004",in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Aleksey Zuev,23,Goalkeeper,Spartak II,-,in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Pavel Pogrebnyak,21,Centre-Forward,Khimki,"End of loanDec 31, 2004",in,0,Premier Liga,2004,2004/2005
Spartak Moscow,Aleksandr Danishevski,20,Centre-Forward,Khimki,£720k,out,0.72,Premier Liga,2004,2004/2005
Spartak Moscow,Valeri Abramidze,24,Centre-Back,Khimki,£450k,out,0.45,Premier Liga,2004,2004/2005
Spartak Moscow,Pavel Pogrebnyak,21,Centre-Forward,Shinnik,Loan fee:£180k,out,0.18,Premier Liga,2004,2004/2005
Spartak Moscow,Srdjan Stanic,22,Attacking Midfield,Khimki,Free Transfer,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Goran Trobok,30,Defensive Midfield,SH Shenhua,Free Transfer,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Marcelo Sosa,26,Defensive Midfield,Atlético Madrid,Free Transfer,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Ibra Kébé,26,Left-Back,Spartak V-kavkaz,Free Transfer,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Dusan Petkovic,30,Centre-Back,OFK Beograd,Free Transfer,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Georgi Lomaia,24,Goalkeeper,Khimki,?,out,NA,Premier Liga,2004,2004/2005
Spartak Moscow,Gabriel Tamas,21,Centre-Back,Dinamo Bukarest,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Roman Vasilyuk,26,Centre-Forward,Hapoel Tel Aviv,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Ales Urbanek,24,Left-Back,Sparta Praha,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Luc Zoa,25,Centre-Back,Anzhi,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Pavel Pogrebnyak,20,Centre-Forward,Khimki,Loan,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Artem Kontsevoj,21,Centre-Forward,MTZ-Ripo Minsk,?,out,NA,Premier Liga,2004,2004/2005
Spartak Moscow,Pavel Krylov,17,Centre-Back,Shinnik II,-,out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Serghei Covalciuc,22,Central Midfield,Karpaty,"End of loanDec 31, 2004",out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Emanuel Pogatetz,22,Centre-Back,Grazer AK,"End of loanMay 31, 2005",out,0,Premier Liga,2004,2004/2005
Spartak Moscow,Igor Mitreski,26,Centre-Back,Without Club,-,out,0,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Francisco Lima,33,Defensive Midfield,AS Roma,£5.13m,in,5.13,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Aleksey Bugaev,23,Centre-Back,Torpedo Moscow,£1.80m,in,1.8,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Sergey Omeljanchuk,24,Centre-Back,Arsenal Kyiv,£585k,in,0.585,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Aleksey Polyakov,30,Goalkeeper,KS Samara,Free Transfer,in,0,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Igor Lebedenko,21,Right Winger,Torpedo Moscow,Free Transfer,in,0,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Mindaugas Panka,20,Defensive Midfield,FC Vilnius,Loan,in,0,Premier Liga,2004,2004/2005
Lokomotiv Moscow,Milan Jovanovic,23,Left Winger,Shakhtar D.,?,in,NA,Premier Liga,2004,2004/2005
